SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,03,65,4,6.15,61,93.85,11,16.92,54,83.08,34,52.31,31,47.69,0,0.00,4,6.15,47,72.31,12,18.46,1,1.54,0,0.00,1,1.54,
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,04,79,4,5.06,75,94.94,22,27.85,57,72.15,31,39.24,48,60.76,0,0.00,7,8.86,51,64.56,18,22.78,2,2.53,0,0.00,1,1.27,
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,05,78,5,6.41,73,93.59,16,20.51,62,79.49,37,47.44,41,52.56,0,0.00,10,12.82,56,71.79,10,12.82,1,1.28,0,0.00,1,1.28,
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,06,95,6,6.32,89,93.68,27,28.42,68,71.58,50,52.63,45,47.37,0,0.00,7,7.37,69,72.63,14,14.74,5,5.26,0,0.00,0,0.00,
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,07,86,7,8.14,79,91.86,17,19.77,69,80.23,40,46.51,46,53.49,0,0.00,10,11.63,60,69.77,14,16.28,2,2.33,0,0.00,0,0.00,
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,08,79,7,8.86,72,91.14,20,25.32,59,74.68,35,44.30,44,55.70,0,0.00,10,12.66,50,63.29,12,15.19,6,7.59,0,0.00,1,1.27,
2021-2022,District,District,7270,Thomas K. Finletter School,Network 7,All Grades,625,38,6.08,587,93.92,126,20.16,499,79.84,304,48.64,321,51.36,1,0.16,57,9.12,436,69.76,104,16.64,23,3.68,0,0.00,4,0.64,100.00
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,00,59,9,15.25,50,84.75,0,0.00,59,100.00,29,49.15,30,50.85,0,0.00,4,6.78,35,59.32,18,30.51,2,3.39,0,0.00,0,0.00,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,01,64,10,15.63,54,84.38,4,6.25,60,93.75,31,48.44,33,51.56,0,0.00,5,7.81,35,54.69,21,32.81,3,4.69,0,0.00,0,0.00,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,02,59,11,18.64,48,81.36,3,5.08,56,94.92,27,45.76,32,54.24,0,0.00,2,3.39,33,55.93,18,30.51,3,5.08,0,0.00,3,5.08,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,03,71,22,30.99,49,69.01,6,8.45,65,91.55,39,54.93,32,45.07,0,0.00,4,5.63,45,63.38,20,28.17,1,1.41,0,0.00,1,1.41,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,04,66,9,13.64,57,86.36,8,12.12,58,87.88,33,50.00,33,50.00,0,0.00,2,3.03,35,53.03,24,36.36,4,6.06,0,0.00,1,1.52,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,05,74,22,29.73,52,70.27,7,9.46,67,90.54,32,43.24,42,56.76,0,0.00,6,8.11,45,60.81,21,28.38,0,0.00,1,1.35,1,1.35,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,06,69,16,23.19,53,76.81,7,10.14,62,89.86,34,49.28,35,50.72,0,0.00,4,5.80,37,53.62,25,36.23,2,2.90,1,1.45,0,0.00,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,07,82,11,13.41,71,86.59,7,8.54,75,91.46,41,50.00,41,50.00,0,0.00,4,4.88,47,57.32,21,25.61,7,8.54,0,0.00,3,3.66,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,08,90,22,24.44,68,75.56,12,13.33,78,86.67,36,40.00,54,60.00,0,0.00,8,8.89,52,57.78,21,23.33,7,7.78,0,0.00,2,2.22,
2021-2022,District,District,7280,Benjamin Franklin School,Network 7,All Grades,634,132,20.82,502,79.18,54,8.52,580,91.48,302,47.63,332,52.37,0,0.00,39,6.15,364,57.41,189,29.81,29,4.57,2,0.32,11,1.74,100.00
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,00,35,5,14.29,30,85.71,0,0.00,35,100.00,13,37.14,22,62.86,0,0.00,0,0.00,13,37.14,19,54.29,3,8.57,0,0.00,0,0.00,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,01,37,2,5.41,35,94.59,5,13.51,32,86.49,15,40.54,22,59.46,0,0.00,0,0.00,19,51.35,17,45.95,1,2.70,0,0.00,0,0.00,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,02,45,3,6.67,42,93.33,8,17.78,37,82.22,20,44.44,25,55.56,0,0.00,0,0.00,17,37.78,21,46.67,6,13.33,0,0.00,1,2.22,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,03,66,7,10.61,59,89.39,9,13.64,57,86.36,30,45.45,36,54.55,0,0.00,1,1.52,41,62.12,17,25.76,5,7.58,1,1.52,1,1.52,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,04,66,8,12.12,58,87.88,16,24.24,50,75.76,34,51.52,32,48.48,0,0.00,0,0.00,33,50.00,27,40.91,4,6.06,0,0.00,2,3.03,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,05,47,5,10.64,42,89.36,13,27.66,34,72.34,23,48.94,24,51.06,0,0.00,1,2.13,22,46.81,19,40.43,2,4.26,0,0.00,3,6.38,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,06,44,5,11.36,39,88.64,8,18.18,36,81.82,19,43.18,25,56.82,1,2.27,0,0.00,25,56.82,14,31.82,2,4.55,0,0.00,2,4.55,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,07,44,3,6.82,41,93.18,7,15.91,37,84.09,26,59.09,18,40.91,0,0.00,0,0.00,30,68.18,13,29.55,1,2.27,0,0.00,0,0.00,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,08,52,7,13.46,45,86.54,10,19.23,42,80.77,25,48.08,27,51.92,1,1.92,0,0.00,26,50.00,21,40.38,3,5.77,0,0.00,1,1.92,
2021-2022,District,District,7290,Allen M. Stearne School,Network 9,All Grades,436,45,10.32,391,89.68,76,17.43,360,82.57,205,47.02,231,52.98,2,0.46,2,0.46,226,51.83,168,38.53,27,6.19,1,0.23,10,2.29,100.00
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,00,63,9,14.29,54,85.71,0,0.00,63,100.00,30,47.62,33,52.38,0,0.00,1,1.59,11,17.46,43,68.25,2,3.17,0,0.00,5,7.94,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,01,65,15,23.08,50,76.92,2,3.08,63,96.92,31,47.69,34,52.31,0,0.00,2,3.08,10,15.38,52,80.00,0,0.00,1,1.54,0,0.00,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,02,66,11,16.67,55,83.33,7,10.61,59,89.39,33,50.00,33,50.00,0,0.00,3,4.55,9,13.64,50,75.76,1,1.52,1,1.52,2,3.03,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,03,63,10,15.87,53,84.13,8,12.70,55,87.30,40,63.49,23,36.51,0,0.00,3,4.76,16,25.40,43,68.25,0,0.00,1,1.59,0,0.00,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,04,66,14,21.21,52,78.79,5,7.58,61,92.42,29,43.94,37,56.06,0,0.00,4,6.06,18,27.27,38,57.58,0,0.00,0,0.00,6,9.09,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,05,62,19,30.65,43,69.35,12,19.35,50,80.65,26,41.94,36,58.06,0,0.00,4,6.45,16,25.81,38,61.29,3,4.84,0,0.00,1,1.61,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,06,80,19,23.75,61,76.25,11,13.75,69,86.25,35,43.75,45,56.25,0,0.00,2,2.50,11,13.75,55,68.75,8,10.00,1,1.25,3,3.75,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,07,76,21,27.63,55,72.37,11,14.47,65,85.53,38,50.00,38,50.00,0,0.00,5,6.58,16,21.05,49,64.47,3,3.95,1,1.32,2,2.63,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,08,101,25,24.75,76,75.25,25,24.75,76,75.25,38,37.62,63,62.38,0,0.00,3,2.97,21,20.79,69,68.32,4,3.96,0,0.00,4,3.96,
2021-2022,District,District,7300,Francis Hopkinson School,Network 5,All Grades,642,143,22.27,499,77.73,81,12.62,561,87.38,300,46.73,342,53.27,0,0.00,27,4.21,128,19.94,437,68.07,21,3.27,5,0.78,23,3.58,100.00
2021-2022,District,District,7310,Feltonville Intermediate School,Network 7,03,172,39,22.67,133,77.33,26,15.12,146,84.88,92,53.49,80,46.51,0,0.00,3,1.74,39,22.67,124,72.09,1,0.58,0,0.00,5,2.91,
2021-2022,District,District,7310,Feltonville Intermediate School,Network 7,04,199,43,21.61,156,78.39,19,9.55,180,90.45,107,53.77,92,46.23,0,0.00,9,4.52,43,21.61,139,69.85,1,0.50,0,0.00,7,3.52,
2021-2022,District,District,7310,Feltonville Intermediate School,Network 7,05,190,52,27.37,138,72.63,29,15.26,161,84.74,90,47.37,100,52.63,0,0.00,13,6.84,55,28.95,109,57.37,7,3.68,1,0.53,5,2.63,
2021-2022,District,District,7310,Feltonville Intermediate School,Network 7,All Grades,561,134,23.89,427,76.11,74,13.19,487,86.81,289,51.52,272,48.48,0,0.00,25,4.46,137,24.42,372,66.31,9,1.60,1,0.18,17,3.03,100.00
2021-2022,District,District,7320,Julia W. Howe School,Network 7,00,33,0,0.00,33,100.00,1,3.03,32,96.97,20,60.61,13,39.39,1,3.03,0,0.00,28,84.85,4,12.12,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,7320,Julia W. Howe School,Network 7,01,34,2,5.88,32,94.12,5,14.71,29,85.29,15,44.12,19,55.88,2,5.88,1,2.94,28,82.35,1,2.94,2,5.88,0,0.00,0,0.00,
2021-2022,District,District,7320,Julia W. Howe School,Network 7,02,42,1,2.38,41,97.62,10,23.81,32,76.19,20,47.62,22,52.38,0,0.00,1,2.38,38,90.48,3,7.14,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,7320,Julia W. Howe School,Network 7,03,35,1,2.86,34,97.14,10,28.57,25,71.43,18,51.43,17,48.57,0,0.00,0,0.00,35,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,7320,Julia W. Howe School,Network 7,04,27,1,3.70,26,96.30,6,22.22,21,77.78,14,51.85,13,48.15,0,0.00,0,0.00,25,92.59,2,7.41,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,7320,Julia W. Howe School,Network 7,05,37,0,0.00,37,100.00,9,24.32,28,75.68,20,54.05,17,45.95,0,0.00,0,0.00,36,97.30,1,2.70,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,7320,Julia W. Howe School,Network 7,All Grades,208,5,2.40,203,97.60,41,19.71,167,80.29,107,51.44,101,48.56,3,1.44,2,0.96,190,91.35,11,5.29,2,0.96,0,0.00,0,0.00,100.00
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,00,107,13,12.15,94,87.85,6,5.61,101,94.39,46,42.99,61,57.01,0,0.00,2,1.87,41,38.32,43,40.19,4,3.74,0,0.00,17,15.89,
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,01,96,9,9.38,87,90.63,13,13.54,83,86.46,37,38.54,59,61.46,0,0.00,0,0.00,39,40.63,34,35.42,6,6.25,1,1.04,16,16.67,
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,02,90,8,8.89,82,91.11,18,20.00,72,80.00,43,47.78,47,52.22,0,0.00,3,3.33,41,45.56,23,25.56,2,2.22,0,0.00,21,23.33,
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,03,79,10,12.66,69,87.34,14,17.72,65,82.28,37,46.84,42,53.16,0,0.00,4,5.06,39,49.37,25,31.65,0,0.00,0,0.00,11,13.92,
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,04,92,13,14.13,79,85.87,24,26.09,68,73.91,39,42.39,53,57.61,0,0.00,3,3.26,33,35.87,34,36.96,1,1.09,0,0.00,21,22.83,
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,05,81,12,14.81,69,85.19,16,19.75,65,80.25,34,41.98,47,58.02,0,0.00,0,0.00,37,45.68,23,28.40,7,8.64,0,0.00,14,17.28,
2021-2022,District,District,7330,Henry W. Lawton School,Network 9,All Grades,545,65,11.93,480,88.07,91,16.70,454,83.30,236,43.30,309,56.70,0,0.00,12,2.20,230,42.20,182,33.39,20,3.67,1,0.18,100,18.35,100.00
2021-2022,District,District,7350,James R. Lowell School,Network 7,00,91,15,16.48,76,83.52,4,4.40,87,95.60,40,43.96,51,56.04,1,1.10,8,8.79,54,59.34,21,23.08,4,4.40,0,0.00,3,3.30,
2021-2022,District,District,7350,James R. Lowell School,Network 7,01,99,19,19.19,80,80.81,9,9.09,90,90.91,51,51.52,48,48.48,0,0.00,14,14.14,58,58.59,20,20.20,3,3.03,0,0.00,4,4.04,
2021-2022,District,District,7350,James R. Lowell School,Network 7,02,106,11,10.38,95,89.62,16,15.09,90,84.91,49,46.23,57,53.77,0,0.00,13,12.26,69,65.09,18,16.98,5,4.72,0,0.00,1,0.94,
2021-2022,District,District,7350,James R. Lowell School,Network 7,03,103,14,13.59,89,86.41,9,8.74,94,91.26,52,50.49,51,49.51,1,0.97,12,11.65,70,67.96,15,14.56,3,2.91,0,0.00,2,1.94,
2021-2022,District,District,7350,James R. Lowell School,Network 7,04,125,23,18.40,102,81.60,10,8.00,115,92.00,53,42.40,72,57.60,0,0.00,12,9.60,86,68.80,21,16.80,3,2.40,0,0.00,3,2.40,
2021-2022,District,District,7350,James R. Lowell School,Network 7,All Grades,524,82,15.65,442,84.35,48,9.16,476,90.84,245,46.76,279,53.24,2,0.38,59,11.26,337,64.31,95,18.13,18,3.44,0,0.00,13,2.48,100.00
2021-2022,District,District,7360,John Marshall School,Acceleration,00,45,3,6.67,42,93.33,0,0.00,45,100.00,22,48.89,23,51.11,0,0.00,0,0.00,26,57.78,14,31.11,1,2.22,0,0.00,4,8.89,
2021-2022,District,District,7360,John Marshall School,Acceleration,01,42,3,7.14,39,92.86,2,4.76,40,95.24,25,59.52,17,40.48,0,0.00,0,0.00,23,54.76,16,38.10,2,4.76,0,0.00,1,2.38,
2021-2022,District,District,7360,John Marshall School,Acceleration,02,43,1,2.33,42,97.67,3,6.98,40,93.02,22,51.16,21,48.84,0,0.00,1,2.33,31,72.09,7,16.28,2,4.65,0,0.00,2,4.65,
2021-2022,District,District,7360,John Marshall School,Acceleration,03,52,7,13.46,45,86.54,6,11.54,46,88.46,23,44.23,29,55.77,0,0.00,0,0.00,31,59.62,19,36.54,0,0.00,0,0.00,2,3.85,
2021-2022,District,District,7360,John Marshall School,Acceleration,04,42,6,14.29,36,85.71,5,11.90,37,88.10,24,57.14,18,42.86,0,0.00,0,0.00,25,59.52,16,38.10,0,0.00,0,0.00,1,2.38,
2021-2022,District,District,7360,John Marshall School,Acceleration,05,51,4,7.84,47,92.16,8,15.69,43,84.31,25,49.02,26,50.98,0,0.00,0,0.00,31,60.78,14,27.45,2,3.92,0,0.00,4,7.84,
2021-2022,District,District,7360,John Marshall School,Acceleration,All Grades,275,24,8.73,251,91.27,24,8.73,251,91.27,141,51.27,134,48.73,0,0.00,1,0.36,167,60.73,86,31.27,7,2.55,0,0.00,14,5.09,100.00
2021-2022,District,District,7370,"Grover Washington, Jr. School",Network 12,05,86,17,19.77,69,80.23,12,13.95,74,86.05,50,58.14,36,41.86,0,0.00,10,11.63,59,68.60,14,16.28,2,2.33,0,0.00,1,1.16,
2021-2022,District,District,7370,"Grover Washington, Jr. School",Network 12,06,106,17,16.04,89,83.96,28,26.42,78,73.58,46,43.40,60,56.60,0,0.00,15,14.15,61,57.55,15,14.15,11,10.38,0,0.00,4,3.77,
2021-2022,District,District,7370,"Grover Washington, Jr. School",Network 12,07,107,22,20.56,85,79.44,22,20.56,85,79.44,49,45.79,58,54.21,0,0.00,13,12.15,69,64.49,16,14.95,8,7.48,0,0.00,1,0.93,
2021-2022,District,District,7370,"Grover Washington, Jr. School",Network 12,08,161,26,16.15,135,83.85,42,26.09,119,73.91,73,45.34,88,54.66,0,0.00,18,11.18,98,60.87,30,18.63,13,8.07,0,0.00,2,1.24,
2021-2022,District,District,7370,"Grover Washington, Jr. School",Network 12,All Grades,460,82,17.83,378,82.17,104,22.61,356,77.39,218,47.39,242,52.61,0,0.00,56,12.17,287,62.39,75,16.30,34,7.39,0,0.00,8,1.74,100.00
2021-2022,District,District,7380,Alexander K. McClure School,Network 11,00,99,23,23.23,76,76.77,0,0.00,99,100.00,45,45.45,54,54.55,0,0.00,0,0.00,23,23.23,74,74.75,1,1.01,0,0.00,1,1.01,
2021-2022,District,District,7380,Alexander K. McClure School,Network 11,01,80,30,37.50,50,62.50,4,5.00,76,95.00,37,46.25,43,53.75,0,0.00,0,0.00,28,35.00,49,61.25,2,2.50,0,0.00,1,1.25,
2021-2022,District,District,7380,Alexander K. McClure School,Network 11,02,77,11,14.29,66,85.71,13,16.88,64,83.12,43,55.84,34,44.16,0,0.00,0,0.00,19,24.68,55,71.43,0,0.00,0,0.00,3,3.90,
