SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,02,71,,,,,7,9.86,64,90.14,36,50.70,35,49.30,0,0.00,1,1.41,67,94.37,1,1.41,2,2.82,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,03,75,,,,,19,25.33,56,74.67,36,48.00,39,52.00,0,0.00,0,0.00,70,93.33,1,1.33,3,4.00,0,0.00,1,1.33,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,04,79,,,,,19,24.05,60,75.95,37,46.84,42,53.16,0,0.00,0,0.00,77,97.47,0,0.00,2,2.53,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,05,47,,,,,8,17.02,39,82.98,28,59.57,19,40.43,0,0.00,0,0.00,43,91.49,1,2.13,2,4.26,0,0.00,1,2.13,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,06,52,,,,,11,21.15,41,78.85,32,61.54,20,38.46,0,0.00,0,0.00,51,98.08,0,0.00,1,1.92,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,07,51,,,,,12,23.53,39,76.47,27,52.94,24,47.06,0,0.00,0,0.00,45,88.24,3,5.88,2,3.92,0,0.00,1,1.96,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,08,47,,,,,7,14.89,40,85.11,22,46.81,25,53.19,1,2.13,0,0.00,44,93.62,2,4.26,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,All Grades,552,,,,,94,17.03,458,82.97,293,53.08,259,46.92,1,0.18,1,0.18,525,95.11,8,1.45,14,2.54,0,0.00,3,0.54,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,05,93,,,,,22,23.66,71,76.34,45,48.39,48,51.61,1,1.08,1,1.08,83,89.25,5,5.38,3,3.23,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,06,139,,,,,34,24.46,105,75.54,65,46.76,74,53.24,1,0.72,0,0.00,128,92.09,2,1.44,7,5.04,0,0.00,1,0.72,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,07,112,,,,,21,18.75,91,81.25,63,56.25,49,43.75,0,0.00,0,0.00,105,93.75,1,0.89,6,5.36,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,08,141,,,,,37,26.24,104,73.76,87,61.70,54,38.30,1,0.71,0,0.00,136,96.45,2,1.42,2,1.42,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,09,137,,,,,41,29.93,96,70.07,73,53.28,64,46.72,0,0.00,0,0.00,122,89.05,5,3.65,9,6.57,0,0.00,1,0.73,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,10,126,,,,,34,26.98,92,73.02,79,62.70,47,37.30,0,0.00,0,0.00,115,91.27,4,3.17,7,5.56,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,11,134,,,,,33,24.63,101,75.37,78,58.21,56,41.79,0,0.00,0,0.00,125,93.28,5,3.73,3,2.24,0,0.00,1,0.75,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,12,113,,,,,35,30.97,78,69.03,66,58.41,47,41.59,1,0.88,1,0.88,105,92.92,4,3.54,2,1.77,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3318,Freire Charter School,Charters,All Grades,995,,,,,257,25.83,738,74.17,556,55.88,439,44.12,4,0.40,2,0.20,919,92.36,28,2.81,39,3.92,0,0.00,3,0.30,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,01,55,,,,,3,5.45,52,94.55,36,65.45,19,34.55,0,0.00,0,0.00,50,90.91,0,0.00,5,9.09,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,02,68,,,,,3,4.41,65,95.59,29,42.65,39,57.35,0,0.00,0,0.00,63,92.65,2,2.94,2,2.94,0,0.00,1,1.47,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,03,85,,,,,2,2.35,83,97.65,47,55.29,38,44.71,2,2.35,0,0.00,79,92.94,2,2.35,2,2.35,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,04,89,,,,,8,8.99,81,91.01,41,46.07,48,53.93,0,0.00,0,0.00,85,95.51,0,0.00,3,3.37,0,0.00,1,1.12,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,05,82,,,,,1,1.22,81,98.78,41,50.00,41,50.00,7,8.54,0,0.00,70,85.37,1,1.22,3,3.66,0,0.00,1,1.22,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,06,81,,,,,4,4.94,77,95.06,39,48.15,42,51.85,0,0.00,0,0.00,78,96.30,1,1.23,2,2.47,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,07,83,,,,,9,10.84,74,89.16,44,53.01,39,46.99,0,0.00,0,0.00,79,95.18,1,1.20,3,3.61,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,08,87,,,,,5,5.75,82,94.25,47,54.02,40,45.98,0,0.00,0,0.00,83,95.40,2,2.30,1,1.15,0,0.00,1,1.15,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,09,74,,,,,6,8.11,68,91.89,40,54.05,34,45.95,0,0.00,0,0.00,71,95.95,0,0.00,2,2.70,0,0.00,1,1.35,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,10,85,,,,,8,9.41,77,90.59,36,42.35,49,57.65,0,0.00,0,0.00,79,92.94,2,2.35,3,3.53,0,0.00,1,1.18,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,11,77,,,,,3,3.90,74,96.10,40,51.95,37,48.05,0,0.00,1,1.30,71,92.21,1,1.30,4,5.19,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,12,88,,,,,5,5.68,83,94.32,46,52.27,42,47.73,0,0.00,0,0.00,81,92.05,3,3.41,3,3.41,0,0.00,1,1.14,
2021-2022,Charter,Phila Charters,3321,"Math, Civics and Sciences Charter School",Charters,All Grades,954,,,,,57,5.97,897,94.03,486,50.94,468,49.06,9,0.94,1,0.10,889,93.19,15,1.57,33,3.46,0,0.00,7,0.73,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,00,58,,,,,7,12.07,51,87.93,33,56.90,25,43.10,1,1.72,8,13.79,2,3.45,11,18.97,5,8.62,0,0.00,31,53.45,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,01,65,,,,,7,10.77,58,89.23,34,52.31,31,47.69,0,0.00,2,3.08,6,9.23,4,6.15,14,21.54,1,1.54,38,58.46,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,02,62,,,,,14,22.58,48,77.42,25,40.32,37,59.68,0,0.00,1,1.61,7,11.29,7,11.29,4,6.45,0,0.00,43,69.35,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,03,65,,,,,12,18.46,53,81.54,37,56.92,28,43.08,0,0.00,8,12.31,9,13.85,5,7.69,2,3.08,0,0.00,41,63.08,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,04,83,,,,,10,12.05,73,87.95,46,55.42,37,44.58,0,0.00,5,6.02,7,8.43,12,14.46,1,1.20,0,0.00,58,69.88,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,05,83,,,,,14,16.87,69,83.13,45,54.22,38,45.78,1,1.20,8,9.64,4,4.82,7,8.43,3,3.61,0,0.00,60,72.29,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,06,84,,,,,16,19.05,68,80.95,36,42.86,48,57.14,0,0.00,4,4.76,9,10.71,9,10.71,3,3.57,1,1.19,58,69.05,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,07,82,,,,,13,15.85,69,84.15,41,50.00,41,50.00,0,0.00,2,2.44,5,6.10,5,6.10,5,6.10,0,0.00,65,79.27,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,08,83,,,,,14,16.87,69,83.13,45,54.22,38,45.78,0,0.00,2,2.41,4,4.82,6,7.23,4,4.82,0,0.00,67,80.72,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,09,122,,,,,17,13.93,105,86.07,65,53.28,57,46.72,1,0.82,10,8.20,23,18.85,20,16.39,4,3.28,1,0.82,63,51.64,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,10,114,,,,,27,23.68,87,76.32,56,49.12,58,50.88,0,0.00,4,3.51,21,18.42,8,7.02,11,9.65,0,0.00,70,61.40,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,11,102,,,,,22,21.57,80,78.43,46,45.10,56,54.90,1,0.98,4,3.92,15,14.71,7,6.86,8,7.84,0,0.00,67,65.69,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,12,107,,,,,34,31.78,73,68.22,43,40.19,64,59.81,0,0.00,7,6.54,14,13.08,8,7.48,9,8.41,0,0.00,69,64.49,
2021-2022,Charter,Phila Charters,3322,Philadelphia Academy Charter School,Charters,All Grades,1110,,,,,207,18.65,903,81.35,552,49.73,558,50.27,4,0.36,65,5.86,126,11.35,109,9.82,73,6.58,3,0.27,730,65.77,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,00,66,,,,,6,9.09,60,90.91,33,50.00,33,50.00,0,0.00,0,0.00,61,92.42,1,1.52,0,0.00,2,3.03,2,3.03,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,01,75,,,,,14,18.67,61,81.33,38,50.67,37,49.33,0,0.00,0,0.00,75,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,02,78,,,,,15,19.23,63,80.77,41,52.56,37,47.44,1,1.28,0,0.00,77,98.72,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,03,80,,,,,13,16.25,67,83.75,40,50.00,40,50.00,0,0.00,0,0.00,77,96.25,2,2.50,1,1.25,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,04,85,,,,,23,27.06,62,72.94,40,47.06,45,52.94,0,0.00,0,0.00,82,96.47,0,0.00,1,1.18,1,1.18,1,1.18,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,05,79,,,,,20,25.32,59,74.68,43,54.43,36,45.57,0,0.00,0,0.00,77,97.47,0,0.00,1,1.27,0,0.00,1,1.27,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,06,86,,,,,26,30.23,60,69.77,36,41.86,50,58.14,0,0.00,0,0.00,82,95.35,0,0.00,3,3.49,0,0.00,1,1.16,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,07,101,,,,,25,24.75,76,75.25,58,57.43,43,42.57,0,0.00,0,0.00,99,98.02,1,0.99,1,0.99,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,08,97,,,,,25,25.77,72,74.23,54,55.67,43,44.33,1,1.03,0,0.00,91,93.81,0,0.00,3,3.09,0,0.00,2,2.06,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,09,112,,,,,34,30.36,78,69.64,61,54.46,51,45.54,1,0.89,0,0.00,108,96.43,0,0.00,3,2.68,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,10,105,,,,,32,30.48,73,69.52,62,59.05,43,40.95,0,0.00,0,0.00,98,93.33,0,0.00,7,6.67,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,11,102,,,,,24,23.53,78,76.47,54,52.94,48,47.06,0,0.00,0,0.00,95,93.14,1,0.98,6,5.88,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,12,79,,,,,26,32.91,53,67.09,43,54.43,36,45.57,0,0.00,0,0.00,73,92.41,0,0.00,6,7.59,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3323,Mastery Charter School at Hardy Williams,Charters,All Grades,1145,,,,,283,24.72,862,75.28,603,52.66,542,47.34,3,0.26,0,0.00,1095,95.63,5,0.44,32,2.79,3,0.26,7,0.61,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,00,52,,,,,1,1.92,51,98.08,26,50.00,26,50.00,0,0.00,1,1.92,47,90.38,2,3.85,0,0.00,0,0.00,2,3.85,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,01,65,,,,,6,9.23,59,90.77,34,52.31,31,47.69,0,0.00,0,0.00,60,92.31,2,3.08,3,4.62,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,02,60,,,,,4,6.67,56,93.33,31,51.67,29,48.33,0,0.00,0,0.00,55,91.67,3,5.00,1,1.67,1,1.67,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,03,64,,,,,7,10.94,57,89.06,33,51.56,31,48.44,1,1.56,1,1.56,58,90.63,3,4.69,1,1.56,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,04,68,,,,,8,11.76,60,88.24,33,48.53,35,51.47,0,0.00,0,0.00,65,95.59,3,4.41,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,05,64,,,,,11,17.19,53,82.81,34,53.13,30,46.88,1,1.56,0,0.00,60,93.75,2,3.13,1,1.56,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,06,65,,,,,20,30.77,45,69.23,35,53.85,30,46.15,0,0.00,0,0.00,59,90.77,6,9.23,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,07,74,,,,,18,24.32,56,75.68,30,40.54,44,59.46,0,0.00,1,1.35,68,91.89,5,6.76,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,08,63,,,,,12,19.05,51,80.95,28,44.44,35,55.56,0,0.00,0,0.00,61,96.83,2,3.17,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3326,Universal Institute Charter School,Charters,All Grades,575,,,,,87,15.13,488,84.87,284,49.39,291,50.61,2,0.35,3,0.52,533,92.70,28,4.87,6,1.04,1,0.17,2,0.35,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,00,104,,,,,15,14.42,89,85.58,49,47.12,55,52.88,0,0.00,18,17.31,11,10.58,10,9.62,15,14.42,0,0.00,50,48.08,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,01,102,,,,,18,17.65,84,82.35,44,43.14,58,56.86,0,0.00,14,13.73,13,12.75,12,11.76,10,9.80,0,0.00,53,51.96,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,02,107,,,,,22,20.56,85,79.44,42,39.25,65,60.75,0,0.00,9,8.41,11,10.28,7,6.54,2,1.87,0,0.00,78,72.90,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,03,113,,,,,20,17.70,93,82.30,62,54.87,51,45.13,0,0.00,12,10.62,16,14.16,9,7.96,12,10.62,0,0.00,64,56.64,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,04,112,,,,,17,15.18,95,84.82,51,45.54,61,54.46,0,0.00,15,13.39,11,9.82,6,5.36,4,3.57,0,0.00,76,67.86,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,05,110,,,,,21,19.09,89,80.91,64,58.18,46,41.82,0,0.00,13,11.82,18,16.36,6,5.45,6,5.45,0,0.00,67,60.91,
2021-2022,Charter,Phila Charters,3328,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,06,109,,,,,18,16.51,91,83.49,56,51.38,53,48.62,0,0.00,12,11.01,8,7.34,9,8.26,12,11.01,0,0.00,68,62.39,
